policy,comparator,scenario,month,state_return,trend_return,return_difference,relative_log_wealth_contribution,fraction_of_full_relative_log_wealth
state_rule_vol20_band2,trend_vol20_band2,frictionless,2026-01,0.0031782053633269136,0.0031782053633269136,0,1.1102230246251565e-16,1.1607282459826649e-14
state_rule_vol20_band2,trend_vol20_band2,frictionless,2026-02,0,0,0,0,0
state_rule_vol20_band2,trend_vol20_band2,frictionless,2026-03,0.0052576969054527467,0.0052576969054529687,-2.2204460492503131e-16,-4.4582393332603942e-16,-4.6610493627741388e-14
state_rule_vol20_band2,trend_vol20_band2,frictionless,2026-04,0.013012081957646027,0.013012081957645583,4.4408920985006262e-16,2.2204460492503131e-16,2.3214564919653297e-14
state_rule_vol20_band2,trend_vol20_band2,frictionless,2026-05,-0.031001099709574764,-0.031001099709574986,2.2204460492503131e-16,1.0408340855860843e-16,1.0881827306087483e-14
state_rule_vol20_band2,trend_vol20_band2,frictionless,2026-06,-0.026518165909695357,-0.026518165909695357,0,3.4694469519536142e-18,3.6272757686958277e-16
state_rule_vol20_band2,trend_vol20_band2,frictionless,2026-07,0,0,0,0,0
state_rule_vol20_band2,trend_vol20_band2,frictionless,2026-08,0.024415799835344032,0.024415799835344032,0,-1.1102230246251565e-16,-1.1607282459826649e-14
state_rule_vol20_band2,trend_vol20_band2,base,2025-01,0.014462083207199772,0.019437762740594389,-0.0049756795333946169,-0.0048927575951212797,-0.34985501454955192
state_rule_vol20_band2,trend_vol20_band2,base,2025-02,-0.099056461253770545,-0.10790282687089703,0.0088463656171264837,0.0098675254140889179,0.70557414304694976
state_rule_vol20_band2,trend_vol20_band2,base,2025-03,-0.0061942778204604476,-0.0061942778204604476,0,-4.5796699765787707e-16,-3.2746778787605082e-14
state_rule_vol20_band2,trend_vol20_band2,base,2025-04,0.044687822178086867,0.044687822178086423,4.4408920985006262e-16,-6.9388939039072284e-18,-4.9616331496371334e-16
state_rule_vol20_band2,trend_vol20_band2,base,2025-05,0.043205442920408732,0.043205442920408954,-2.2204460492503131e-16,-4.3715031594615539e-16,-3.1258288842713943e-14
state_rule_vol20_band2,trend_vol20_band2,base,2025-06,0.003701577118860655,0.0061013461120389412,-0.0023997689931782862,-0.0023880651240981588,-0.1707578073292898
state_rule_vol20_band2,trend_vol20_band2,base,2025-07,0.11340563184618757,0.097264066712136055,0.016141565134051516,0.014603585521988469,1.0442245555687002
state_rule_vol20_band2,trend_vol20_band2,base,2025-08,0.032378900388126963,0.032378900388126963,0,-1.1102230246251565e-16,-7.9386130394194134e-15
state_rule_vol20_band2,trend_vol20_band2,base,2025-09,-0.00081450637251945235,-0.0008145063725192303,-2.2204460492503131e-16,-2.2291196666301971e-16,-1.5939246493209292e-14
state_rule_vol20_band2,trend_vol20_band2,base,2025-10,-0.018917884099296289,-0.017470808552681238,-0.0014470755466150509,-0.0014738923158202633,-0.10539018285106545
state_rule_vol20_band2,trend_vol20_band2,base,2025-11,-0.086969526197536284,-0.085387431742824704,-0.0015820944547115801,-0.001731295240351885,-0.12379569388576357
state_rule_vol20_band2,trend_vol20_band2,base,2025-12,0.0019023450244044504,0.0019023450244040063,4.4408920985006262e-16,3.4000580129145419e-16,2.4312002433221957e-14
state_rule_vol20_band2,trend_vol20_band2,base,2026-01,0.00064389819455556996,0.000643898194555792,-2.2204460492503131e-16,8.6736173798840355e-18,6.2020414370464172e-16
state_rule_vol20_band2,trend_vol20_band2,base,2026-02,0,0,0,0,0
state_rule_vol20_band2,trend_vol20_band2,base,2026-03,0.0037632432094649726,0.0037632432094649726,0,-2.1337098754514727e-16,-1.5257021935134185e-14
state_rule_vol20_band2,trend_vol20_band2,base,2026-04,0.012949209430657582,0.012949209430656472,1.1102230246251565e-15,7.6848249985772554e-16,5.4950087132231256e-14
state_rule_vol20_band2,trend_vol20_band2,base,2026-05,-0.034484239264883976,-0.034484239264884309,3.3306690738754696e-16,3.3306690738754696e-16,2.3815839118258243e-14
state_rule_vol20_band2,trend_vol20_band2,base,2026-06,-0.028480612830536489,-0.028480612830536489,0,0,0
state_rule_vol20_band2,trend_vol20_band2,base,2026-07,0,0,0,0,0
state_rule_vol20_band2,trend_vol20_band2,base,2026-08,0.01933055756042501,0.019330557560424788,2.2204460492503131e-16,2.1510571102112408e-16,1.5381062763875116e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-01,0.012199415142899017,0.015063518450679991,-0.0028641033077809741,-0.0028255883002555014,-0.1370499149866598
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-02,-0.10099492957054179,-0.11342341461497119,0.012428485044429394,0.01392116201692542,0.67522011991719633
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-03,-0.010231464727409545,-0.010231464727409989,4.4408920985006262e-16,5.5511151231257827e-16,2.6924653377024434e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-04,0.04426769066099312,0.044267690660993564,-4.4408920985006262e-16,6.9388939039072284e-18,3.365581672128054e-16
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-05,0.03910389337093334,0.039103893370932452,8.8817841970012523e-16,5.5511151231257827e-16,2.6924653377024434e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-06,0.00035441984444517516,0.0042511629609700563,-0.0038967431165248811,-0.0038877952433192284,-0.18857029084324162
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-07,0.11217843351108936,0.094764292751647439,0.017414140759441921,0.015781562410187744,0.76545538728247198
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-08,0.03151241208274369,0.031512412082743024,6.6613381477509392e-16,5.6898930012039273e-16,2.7597769711450043e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-09,-0.0012205679469805553,-0.0012205679469805553,0,-2.2898349882893854e-16,-1.1106419518022579e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-10,-0.020188565229083077,-0.018623567169861244,-0.0015649980592218338,-0.0015959698887211132,-0.077409556640193916
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-11,-0.089846908980248608,-0.08914021888501189,-0.00070669009523671722,-0.00077615061543714892,-0.037645744729650252
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2025-12,0.0017033791228420192,0.0017033791228424633,-4.4408920985006262e-16,-6.6786853825107073e-16,-3.2393723594232518e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2026-01,-0.003146083738589156,-0.0031460837385884899,-6.6613381477509392e-16,-4.4755865680201623e-16,-2.1708001785225948e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2026-02,0,0,0,0,0
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2026-03,0.0015262176965757934,0.0015262176965753493,4.4408920985006262e-16,3.3306690738754696e-16,1.615479202621466e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2026-04,0.012854782606643633,0.012854782606643411,2.2204460492503131e-16,2.2204460492503131e-16,1.0769861350809773e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2026-05,-0.039681450796382411,-0.039681450796382634,2.2204460492503131e-16,3.4694469519536142e-16,1.6827908360640271e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2026-06,-0.031416750020513584,-0.031416750020513806,2.2204460492503131e-16,2.2898349882893854e-16,1.1106419518022579e-14
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2026-07,0,0,0,0,0
state_rule_vol20_band2,trend_vol20_band2,cost_stress,2026-08,0.011749245443776424,0.011749245443776424,0,1.1102230246251565e-16,5.3849306754048864e-15
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-01,0.01468475031064842,0.014621781097900355,6.2969212748065218e-05,6.2059833538120196e-05,0.0074243075292513231
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-02,-0.10811220552078571,-0.10743614416514102,-0.00067606135564468595,-0.0007577245232412988,-0.090647679219816729
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-03,-5.1201360696695453e-05,-5.1201360697250564e-05,5.5511151231257827e-16,-1.2034644114589099e-17,-1.4397218590172577e-15
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-04,0.045078322016677941,0.045078322016676831,1.1102230246251565e-15,8.7430063189231078e-16,1.0459384748752402e-13
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-05,0.035062117701939899,0.035062117701939677,2.2204460492503131e-16,2.0816681711721685e-16,2.4903297020839054e-14
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-06,-0.00083525392780403607,0.0034874366387256384,-0.0043226905665296744,-0.004316972579737283,-0.51644566541784243
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-07,0.10886254750611646,0.092211569330810539,0.016650978175305919,0.015130154585954764,1.8100422480547136
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-08,0.031903758873953914,0.031903758873953469,4.4408920985006262e-16,4.5796699765787707e-16,5.4787253445845915e-14
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-09,-0.00068169155393438263,-0.00068169155393438263,0,-1.1275702593849246e-16,-1.348928588628782e-14
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-10,-0.018179184754214872,-0.016667177159438107,-0.0015120075947767653,-0.0015388190153056217,-0.18409114156696929
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-11,-0.08714248485959819,-0.086941915350062793,-0.00020056950953539765,-0.00021969198397206458,-0.026282069379352787
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2025-12,-7.7921134337577413e-05,-7.7921134337022302e-05,-5.5511151231257827e-16,-6.6545618841729048e-16,-7.9609485046695264e-14
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2026-01,0.01500094528632312,0.015000945286322898,2.2204460492503131e-16,1.1275702593849246e-16,1.348928588628782e-14
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2026-02,0,0,0,0,0
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2026-03,-0.0023133787615903234,-0.0023133787615904344,1.1102230246251565e-16,-2.1684043449710089e-16,-2.5940934396707345e-14
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2026-04,0.013587116906246255,0.013587116906246477,-2.2204460492503131e-16,-3.3306690738754696e-16,-3.9845275233342482e-14
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2026-05,-0.037460108129904413,-0.037460108129903857,-5.5511151231257827e-16,-2.2204460492503131e-16,-2.6563516822228324e-14
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2026-06,-0.04041516163862191,-0.040415161638622132,2.2204460492503131e-16,2.2898349882893854e-16,2.7393626722922958e-14
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2026-07,0,0,0,0,0
state_rule_vol20_band2,trend_vol20_band2,delay_one_day,2026-08,-0.0087695940888966595,-0.0087695940888964374,-2.2204460492503131e-16,-2.2377932840100812e-16,-2.6771044297401982e-14
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-01,0.029130562632846413,0.041621671114448811,-0.012491108481602398,-0.01206446602910324,-0.11178657988161213
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-02,-0.13969530589881896,-0.14576141837669476,0.0060661124778758069,0.0070760976117455188,0.065565500289636258
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-03,-0.0073259241899229499,-0.0073259241899222838,-6.6613381477509392e-16,-5.5337678883660146e-16,-5.1274626212786357e-15
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-04,0.047970898221367575,0.047970898221367353,2.2204460492503131e-16,0,0
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-05,0.048591401167575654,0.048591401167575876,-2.2204460492503131e-16,-1.3877787807814457e-17,-1.28588404295389e-16
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-06,0.027372136155922488,0.011509889119958983,0.015862247035963506,0.015560063681424789,0.14417598735746576
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-07,0.2394900363427761,0.12887646637815164,0.11061356996462446,0.093477173451063156,0.86613808616868404
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-08,0.063377005809151621,0.063377005809150955,6.6613381477509392e-16,2.8449465006019636e-16,2.6360622880554741e-15
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-09,-0.0018298047372592441,-0.0018298047372591331,-1.1102230246251565e-16,3.1225022567582528e-16,2.8932390966462523e-15
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-10,-0.041819100387718411,-0.039720163109026596,-0.0020989372786918148,-0.0021881481087719437,-0.020274879365897232
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-11,-0.13573400091033194,-0.14095851846283869,0.0052245175525067467,0.0060633794231832738,0.056181885431740235
state_rule_vol40_band2,trend_vol40_band2,frictionless,2025-12,0.0020349905004684032,0.0020349905004690694,-6.6613381477509392e-16,-7.7628875549962117e-16,-7.1929138652733218e-15
state_rule_vol40_band2,trend_vol40_band2,frictionless,2026-01,0.0031782053633266916,0.0031782053633271357,-4.4408920985006262e-16,-5.5511151231257827e-16,-5.1435361718155593e-15
state_rule_vol40_band2,trend_vol40_band2,frictionless,2026-02,0,0,0,0,0
state_rule_vol40_band2,trend_vol40_band2,frictionless,2026-03,0.0052576969054536349,0.0052576969054531908,4.4408920985006262e-16,6.6613381477509392e-16,6.1722434061786715e-15
state_rule_vol40_band2,trend_vol40_band2,frictionless,2026-04,0.013012081957645361,0.013012081957645805,-4.4408920985006262e-16,-5.5164206536062466e-16,-5.1113890707417121e-15
state_rule_vol40_band2,trend_vol40_band2,frictionless,2026-05,-0.029091232772760489,-0.029091232772759823,-6.6613381477509392e-16,-5.5858095926453188e-16,-5.1756832728894065e-15
state_rule_vol40_band2,trend_vol40_band2,frictionless,2026-06,-0.026518165909695468,-0.026518165909695357,-1.1102230246251565e-16,-1.1449174941446927e-16,-1.0608543354369592e-15
state_rule_vol40_band2,trend_vol40_band2,frictionless,2026-07,0,0,0,0,0
state_rule_vol40_band2,trend_vol40_band2,frictionless,2026-08,0.031021125001131189,0.031021125001131189,0,2.0816681711721685e-17,1.9288260644308348e-16
state_rule_vol40_band2,trend_vol40_band2,base,2025-01,0.026017862577782713,0.035645342456747109,-0.0096274798789643956,-0.0093395951749384969,-0.084110206321622485
state_rule_vol40_band2,trend_vol40_band2,base,2025-02,-0.14258076907227379,-0.15116294825772858,0.0085821791854547858,0.010059745007574505,0.090595707017416344
state_rule_vol40_band2,trend_vol40_band2,base,2025-03,-0.0095017152248835224,-0.0095017152248835224,0,-1.0061396160665481e-16,-9.0610576915366862e-16
state_rule_vol40_band2,trend_vol40_band2,base,2025-04,0.047821710200308676,0.047821710200308676,0,-3.2612801348363973e-16,-2.9370324931187883e-15
state_rule_vol40_band2,trend_vol40_band2,base,2025-05,0.046335380926922465,0.046335380926922021,4.4408920985006262e-16,5.4817261840867104e-16,4.9367141905613674e-15
state_rule_vol40_band2,trend_vol40_band2,base,2025-06,0.023456545080266844,0.010402920528524318,0.013053624551742526,0.012836485524152822,0.11560238165120729
state_rule_vol40_band2,trend_vol40_band2,base,2025-07,0.23757311637905132,0.1272402368544292,0.11033287952462212,0.093379920405997519,0.84095768869306031
state_rule_vol40_band2,trend_vol40_band2,base,2025-08,0.061791713748617694,0.061791713748616139,1.5543122344752192e-15,1.2836953722228372e-15,1.156065981333991e-14
state_rule_vol40_band2,trend_vol40_band2,base,2025-09,-0.0024033599185673271,-0.00240335991856655,-7.7715611723760958e-16,-3.2959746043559335e-16,-2.9682775196413285e-15
state_rule_vol40_band2,trend_vol40_band2,base,2025-10,-0.043421076698792693,-0.041043202106154419,-0.0023778745926382738,-0.0024827266730124975,-0.02235885483212624
state_rule_vol40_band2,trend_vol40_band2,base,2025-11,-0.13886547514731606,-0.14451839653058218,0.0056529213832661185,0.0065861455266901514,0.05931328379206624
state_rule_vol40_band2,trend_vol40_band2,base,2025-12,0.0019023450244040063,0.0019023450244040063,0,-1.1666015375944028e-16,-1.0506140168204176e-15
state_rule_vol40_band2,trend_vol40_band2,base,2026-01,0.00064389819455556996,0.00064389819455601405,-4.4408920985006262e-16,-1.1796119636642288e-16,-1.0623309017663701e-15
state_rule_vol40_band2,trend_vol40_band2,base,2026-02,0,0,0,0,0
state_rule_vol40_band2,trend_vol40_band2,base,2026-03,0.0037632432094645285,0.0037632432094647505,-2.2204460492503131e-16,-4.4148712463609741e-16,-3.9759296249932528e-15
state_rule_vol40_band2,trend_vol40_band2,base,2026-04,0.01294920943065736,0.012949209430657804,-4.4408920985006262e-16,-1.0755285551056204e-16,-9.6859582219874937e-16
state_rule_vol40_band2,trend_vol40_band2,base,2026-05,-0.033511866890940545,-0.033511866890940323,-2.2204460492503131e-16,-3.3306690738754696e-16,-2.9995225461638686e-15
state_rule_vol40_band2,trend_vol40_band2,base,2026-06,-0.028480612830536489,-0.028480612830536267,-2.2204460492503131e-16,-2.2898349882893854e-16,-2.0621717504876598e-15
state_rule_vol40_band2,trend_vol40_band2,base,2026-07,0,0,0,0,0
state_rule_vol40_band2,trend_vol40_band2,base,2026-08,0.024843799702823244,0.024843799702823466,-2.2204460492503131e-16,-1.1796119636642288e-16,-1.0623309017663701e-15
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-01,0.021378215991590954,0.026755472097781841,-0.0053772561061908863,-0.0052508959669551152,-0.045382799492639569
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-02,-0.14689736871492054,-0.15919879171546347,0.012301423000542933,0.014524601663432835,0.12553421152319436
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-03,-0.012756555664495739,-0.012756555664495628,-1.1102230246251565e-16,2.3418766925686896e-16,2.0240530576910448e-15
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-04,0.047597917067613293,0.047597917067613071,2.2204460492503131e-16,1.1796119636642288e-16,1.0195230216517855e-15
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-05,0.042953702321689713,0.042953702321689491,2.2204460492503131e-16,-6.9388939039072284e-18,-5.9971942450105028e-17
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-06,0.017607216142528692,0.0087467736219559722,0.00886044252057272,0.0087452627088162593,0.07558414916660619
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-07,0.23471013410108577,0.12478953178372043,0.10992060231736533,0.093240298006240965,0.80586356608107712
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-08,0.059413405216879545,0.059413405216878878,6.6613381477509392e-16,4.7878367936959876e-16,4.1380640290572474e-15
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-09,-0.0032621242143801021,-0.0032621242143809903,8.8817841970012523e-16,5.6898930012039273e-16,4.9176992809086127e-15
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-10,-0.045818233337326708,-0.043021548102280649,-0.0027966852350460591,-0.0029266905036432964,-0.025294999013449584
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-11,-0.14354477871572768,-0.14983344773915841,0.0062886690234307263,0.0073697612255129163,0.063695871735205786
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2025-12,0.0017033791228422412,0.0017033791228424633,-2.2204460492503131e-16,1.0885389811754465e-16,9.4080984718602274e-16
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2026-01,-0.003146083738589045,-0.003146083738588934,-1.1102230246251565e-16,1.0928757898653885e-16,9.4455809358915428e-16
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2026-02,0,0,0,0,0
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2026-03,0.0015262176965751273,0.0015262176965755714,-4.4408920985006262e-16,-5.5250942709861306e-16,-4.7752659175896134e-15
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2026-04,0.012854782606643411,0.012854782606643855,-4.4408920985006262e-16,-3.2959746043559335e-16,-2.848667266379989e-15
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2026-05,-0.040101901943704887,-0.040101901943704443,-4.4408920985006262e-16,-2.2204460492503131e-16,-1.9191021584033609e-15
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2026-06,-0.031416750020513695,-0.031416750020513695,0,-6.9388939039072284e-18,-5.9971942450105028e-17
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2026-07,0,0,0,0,0
state_rule_vol40_band2,trend_vol40_band2,cost_stress,2026-08,0.015643205773197222,0.015643205773197222,0,1.1796119636642288e-16,1.0195230216517855e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-01,0.026636722251594414,0.025940481903366619,0.00069624034822779457,0.00067840602879317216,0.0091165544832985061
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-02,-0.18459501744054585,-0.16934306732251636,-0.015251950118029489,-0.018531971947728154,-0.24903630683378095
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-03,0.0056919394481484975,0.0056919394481476093,8.8817841970012523e-16,8.8731105796213683e-16,1.192386161121697e-14
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-04,0.047821710200308898,0.047821710200308454,4.4408920985006262e-16,4.649058915617843e-16,6.247497383785235e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-05,0.030024260346044107,0.030024260346044107,0,1.0755285551056204e-16,1.4453165589353902e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-06,0.0049503205709036102,0.011189095946139593,-0.0062387753752359831,-0.0061888530497374054,-0.083167032164244578
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-07,0.22688225966632802,0.12272053173121056,0.10416172793511747,0.088721417100824845,1.1922559625155
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-08,0.059944996585978183,0.059944996585978183,0,-9.7144514654701197e-17,-1.305447214522288e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-09,-0.0033481482294527298,-0.0033481482294525078,-2.2204460492503131e-16,9.0205620750793969e-17,1.2122009849135531e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-10,-0.042796695409710428,-0.041101050201507894,-0.0016956452082025342,-0.0017698905650305949,-0.023784139705068305
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-11,-0.13444053655056842,-0.14434227322028792,0.0099017366697194964,0.01150563212823183,0.15461496170428921
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2025-12,-7.7921134337355369e-05,-7.7921134337799458e-05,4.4408920985006262e-16,2.211772431870429e-16,2.9722235687784234e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2026-01,0.015000945286322676,0.015000945286323342,-6.6613381477509392e-16,-5.5511151231257827e-16,-7.4596983686987877e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2026-02,0,0,0,0,0
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2026-03,-0.0023133787615903234,-0.0023133787615903234,0,-3.3480163086352377e-16,-4.499130578621457e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2026-04,0.013587116906246255,0.013587116906246477,-2.2204460492503131e-16,6.9388939039072284e-18,9.3246229608734852e-17
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2026-05,-0.037696603023939623,-0.037696603023939179,-4.4408920985006262e-16,-5.5511151231257827e-16,-7.4596983686987877e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2026-06,-0.04041516163862191,-0.040415161638622132,2.2204460492503131e-16,2.2204460492503131e-16,2.9838793474795153e-15
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2026-07,0,0,0,0,0
state_rule_vol40_band2,trend_vol40_band2,delay_one_day,2026-08,-0.011033287086321897,-0.011033287086321786,-1.1102230246251565e-16,-1.0755285551056204e-16,-1.4453165589353902e-15
